"20180613-162331-007295","为你好，国税，喂你好我想问一下我们在外地，分公司，然后现在想吐消消准备什么材料，独立核算，咋说么？速度，的代表处吗？怎么代表处代表处吗，你不说你是外资分公司，你是正常的，企业所得税报表，然后只不过是你还要填一个，分配比例，表，这是固定的分配比例的那种，嗨你好你好，是不是也是在国税有正常的姐所得税和增值税的申报啊每个每个月和每个系有正常的申报所得税也是填那个所得税一张表单指过你们第二章分配比例表就按照固定的分配比例往里填数的那种最明白了，那您就是跟着企业的那个注销是一样的，清单，我也不知道要准备什么你都告诉我很多有的东西是需要你，报表，首先，清税申报表，这个是到我们前台来领取的，您自己在家的准备这个股东会决议，这个是自行打印的模板上网搜一的话需要全体股东签字盖章签字盖章你们是分公司对公司的注销说明原因，分公司，这个意思的话有什么模板没有就上了他的标题的话就叫情况说明就可以说明也行，类似酒你能说明白这个事儿就总公司同意了是住校然后怎么样然后这个要加盖总公司的公章么事都说明白要盖着公司的章然后九一开头，一般纳税，小规模，一般到我们这儿来填这个哦18年6月份的这个只是的，一般纳税申报表，五月份的报表自行在外网申报的所得税的话18214季度的表也到我们这个前台来领取，然后另外的话您家那个分配表我们这没有旧的二张表那个表你自己打印一下吧带过来然后之后的话，年报，个纸质报表关联咱这也都有自己的手机没有得准备这个一八年二到四季度的负债表和利润表还有一八年全年的资产负债表利润表和现金流量表别的所有的表我们填的表就是分公司盖章就可以了是吗，对对对，那我现在需要走出去的文件的，那个就像说明一个就是普通会决议这两个需要总公司盖章和签字的对吗你们单位的公章盖你们自己的分公司的就行，清算申报，清税，什么这个也是我们公司盖章就可以了跟同事没有关系是吗，对对对好嘞行那我明白了，出口退税资格，应该就这些说谈的话有也带着，缴销，发票的话我们现在已经在网上都已经作废了是不是就可以了吧，验旧申请，收费了吗这些保证您没有截图我们这场正常咱们得研究吗？你每个月有多少条我还真不太清楚，因为这个发票不是我们这个部门管的，领票，要不然让那个他拿着这个身份证然后到咱们楼下机器烟酒要么就让他在网上给个研究身体哦，然后把我们那个固定团现在你的电脑都已经撤了操作不了了，那我现在只有情况的话我要想研究的话怎么怎么操作呢，网上办税厅，有一个税务师下往上用水两点，发票验旧，在那里啊好明白了啊，然后剩下的我们窗口来领这些表再见，恩拜拜，"
"20180612-153803-005427","为你好赶紧登陆了吗，浏览器，或者换一，你都不好使了，我刚刚去了我做好了好我就回来了只要是好用的另外一个不好用哦但是我们这里没办法在副本或者攻城过来都可以，刚刚过去再说吧，"
"20180604-134620-000569","隋唐，哎你好我想问下我是一般纳税人那个没报税的话能去领发票了的，"
"20180529-093502-004302","对二楼喂你好能帮我查到一六年数据吗，六年怎么了，我想查一下一六年我申报的意见数据六年级说什么，报表，问了一下这个不能查看，"
"20180611-103623-005223","为你好赶紧国税那我明天那我过来也行，窗口，"
"20180611-131729-006970","然后就是那个二克的瞬息中文而他除了他的座机之外有没有其他的电话可以找到之后座机行吗，不知道，我们知道那个红电话不让别的号了二颗还有吗我给你一个王欣欣的啊27273982是不是磕的，"
"20180612-163924-003018","一会去打听，唉你好幸福，密码错误，不就会要吗我师傅能不能给我重置一下我，唉那个三个星期后来终于办理好了显示我密码错误登不上去了，我才知道我给你我我给你个什么身份，"
"20180613-142142-005531","我想问一下你这个是国税局吗还是啥子我想问一下那个干饺子的酒醉说是在你们那儿办公吗电话吗86784539，"
"20180613-135922-007250","喂你好我想跟你咨询下哈我是一般当事人是一个学校然后啊，我看了一下那个发票，删掉，但是他现在发票丢了退钱这款学费我想问一下处理，就是你这个发票是要退款给他开红色是吧，正常的话应该是可以来开这个丢失增值税已抄报税证明单然后对方开车不要了我再给你问问怎么反正稍等一下吧，哦哦哦，对方丢了，不要了，这个，我刚才给问了情况因为她是单身，联通宣布情况这个处罚的流程，正常，如果对方认了的话，其实我们是承认的就是开一个这个丢失增值税已抄报税证明单然后根据他来付账的那种丢了的话还好才能去做吗？哦你哪次不去啊这个很具体问题我上大厅直接分吧应该我想的问题特别多，"
"20180614-152848-005674","你好跟你好说你好疼讯技术服务有限公司的，我能够上个月小的那个，资料，想问一下结果下来了吗下来了吗什么时候下来的结论结论的联系一下，地税，打个比方他们今天晚说了那么他们下班的时候就会把这个结论传我们国税第二天就可以上国税窗口，然后推送一下吗但是做这个过程完事了然后我直接上火车里结果就行了呗，结果，然后我们看到的是的结论我们过去吧最后，国税，"
"134801","AV你好我想还是想问一下那个关于手续费我们给过去开始续费之后增值税报表的表三的话更自动带出来了这个数，那个刚才不是我接的所以不太清楚情况就是这样了就是过那个数学跟我们反的那个手机费钱然后我们给看他开的普通发票吗，然后之后添了表一之后他还会自动带到表箱里就是6%那个他带到了6%税率的金融商品转让项目，我正常是应该不含那个那个行里是不是，我不知道好不好因为他这话是从表姨那百分六十后自动带过来的，提示，他那个的话你就把数填上下面就自动一个和的关系总和然后呢他那个第三列和第五列是不也得填，本期发生额，实际实际，本机实际扣除金额，这个属相我不太懂因为我们没开过这个发票第一次开然后第一次听这个，生产企业，就是货物劳务的，确认，手续费是吧，刚才帮你确认一下这个签到的一列就可以了后面不用贴，"
"092145","纳税人，然后我给别人开的那个，专用发票，然后对方把那个抵扣联还有发票联丢了，但是我有发票，办理抄报税证明单，带着复印件加盖发票章公章过来做一半就可没有什么没有保存的呀那不行必须得什么完整版的那个就是盖公章和张，还有这种南方的复印件公章是必须填个表加公章不让带我就只能，谢谢火车站，"
"20180614-093225-005600","知道是谁吗？70261，鱼和木业，这个是杨永新电话658566756585好了谢谢麻烦你，"
"20180606-111712-002756","我想和你说这话有说的是季报还是月报都是鸡巴网才能睡觉啊的出来叫啊，期初，那一个月一个月超过吵子吵哦九百就是免费的，"
"20180607-164253-005080","0211w，定电话你记下，568365856833，"
"20180507-084359-000489","我唔想上哪里去领呢，定额发票，都需要带什么东西和网上做完了都需要带什么身份证身份证营业执照副本原件，"
"20180601-102226-000836","你好办税大厅，我想咨询一下，那我上午去上山吧挺爆的就是气的，未开具发票，那几张体现了，然后我最后说给客户已经开了，嗯我就说做申报表的时候是在为开镜片上复述的对不对啊因为我提醒我说有风险或者上大厅申报可以试一下能不能保存的上要是可以的话你就可以在家里什么？"
"20180615-090329-005702","你好我想查我想到那大厅，刚买的，浙江，你睡吧大神还是，纳税人，执照副本原件，税盘，发票专用章，购票员，身份证复印件一份就可以了呗，嗯原件然后就身份证和身份证复印件开工厂别的都是原件，"
"20180528-160358-004271","为你好好查一下那个我们家照明的话，安静下电话，么么么么么么21079，"
"100502","你好我想咨询下就是，现在不是只能开6%的发票吗，我们有一个客户要一个数据的函数是因为什么政策变化了，所以现在开不了十七的什么开始，正常现在对啊，文件要求自己上网去看一下就知道了，我知道不可能的啦然后自己就行了，不可能给你出去说一个，这个东西，"
"20180530-095811-000804","你好办事大厅，你好着等一下，"
"20180611-085307-006897","我说咱们买多少票，自助机，身份证在机器上自行操作就可以了你只要拿身份证到机器上操作就行也不用提申请什么都不想做，好的好的好的，"
"20180615-090229-007474","为你好书上格式，们打个电话啊，就我说我有个开错了开了，五月份，开票，姐姐爱你们说法呀说可以给他上照片了以后那先这样我就说，申报结果，普通票的是不是啊，天天去了，然后想就是比对不通过，什么情况他说什么了，结果，完了就是监控级别强制的结果不通过不同，具体案件写的什么其实啊，不通过，发票金额不符就是说技术了，"
"20180605-094106-004783","为你好赶紧睡，发票，网上申报，不告诉我系统的问题还是什么问题先报上去问一下到你那现场去拍这个能不能开发票是吗，申请代开，然后我需要带什么手机吗，正常企业是不是哦，以上，那你正常来说消到窗口去开发票就可以开吗？嗯在楼下先提交一下申请，然后呢，代开发票，那个带下公章和他说着，对，龙川话还需要带着银行卡，可以，都可以，个人的，有钱的话转银行卡然后去，哦是姑娘，"
"20180621-153503-007941","很好说不说可能是地址有问题他给我送到原来那个地址处理，申请了现在已经昨天刚才给我打电话，游戏错了呗，然后你今天的那个他能给你他能给你送到吗，不给我说嘛他说他退回去了发票不能随便乱送去你们俩不是一个市人民路，俺就是快递太是要把票退回市局吗？为你好洗啊，你家是申请的错了吗申请上的地址就是错的是吧，特别超市取了么票你的快递公司联系了地址了吗，可能快递公司联系了吧我们这边没有办法地址填错了怎么办呀，我刚才跟他说了我说你寄过来了，地址，特别近特别同性明白了，同意，就挂了，他是啥意思让我把那个放哪就就给你放哪那个地方吗，就不会他管他下班后别的家有送快递公司我们肯定不能不回我们快递啊你问问那个女孩就是他实在不送的话你问问他们是什么快递公司不行吗，但我们这也没有办法啊那你是想就让他直接到你们市局然后你们再开通一次两次快递费，嗯我们这也不知道那边怎么都是与联系的，快递公司为什么芒市没有快递公司联系怎么办，"
"20180611-084208-005196","跟你哥说我现在变成了你哥，干净无所了然后我想，变更，那个就是我，办理认证，我有一个建筑，发票增量，就是暂时办理增值税发票是有限政府，服务业，现在不是自己办理吗，然后这个我上区里办能行吗，我就不用上班是不是啊，我怕那没玩了我，给点就行了，"
"20180509-111207-000504","你好我想咨询下听说我们家年报完了发现去年那个所得税多缴了我先需要申请退税可以办理吗？中秋过完，可以吧，凭证，我这边需要你提供原件和复印件带过来了我就行，好了好了谢谢哈，"
"20180612-091300-002961","要回去大厅不能怎么回事，那到怎么地方我没提到7月15号说明你排泄完了就不用再操作了，如果你不知道学什么你上个月逾期了你需要把盘带回来进行抄税，"
"20180615-152659-007570","很好的我说听不清讲话，"
"20180613-140505-007251","诶你好，国税，哪里个表上面写的，普通，还需要一个丰富的话需要一个说明必须是我们公司的协议然后说这单独的表示表示不是有一个，分配比例，，好麻烦啊再见，"
"20180622-132033-001108","你好你好是那个大连星海砂轮有限公司啊你们家今天过来买发票不是其实卖不了吗，等一下哈，你今天不是因为你的事必须都报完了他才没有那个提示，铠甲勇士拿不了他的才能买，"
"20180604-132318-004706","为你好赶紧的国税问题我想问一下就是因为我去找你买票吗我上午直接去做了那个清卡买票，但是我还有那个v认证的，我想你做到五月份的吗，我现在如果把那个报表在撤回来重新改一下可不可以在你申报之前才能够在五月份你现在已经申报清卡了，月份我上现在就等是放弃后才能够六月份再等等也行，等到过什么气候嘛，可以啊，"
"20180605-092007-002686","哎你好请问是几岁的问题想咨询一下我现在这钱那个报表然后他这个这个月我看咱们表演就是都改成第一章都改成16%那个说了但是我这个月确实也开17%的话哦哦哦哦，然后我现在就是说那个销售额的话，销售额，或者是，销售额，因为十七的十六就是我保证睡是对的就可以，"
"20180608-103501-005116","你好开心果说我是说然后想开一个2014年度的完税证明应该在什么手续去哪办2014年最终明白稍等会儿啊，年度的，身份证复印件身份证复印件授权委托书，公章法人章，授权的那个文件的内容是什么业务就行了，2017年证明茶水就行了这个一般什么时候人少排队的人少，"
"20180627-103005-003399","报税期，唉你好你好我想问一下就是不由我，房屋出租，这一块儿吗，如果我们单位想开的法条都需要怎么办理，自己看，肿肿我的小呆着，公章法人章，姐姐呢，不用带什么东西，肾虚，到时候你上工商局增加一个经范围，房屋出租，"
"20180531-155502-004548","你好赶紧的不说，唉你好想问一下咱赶紧的故事具有那个就是自助的扫描，认证发票，七七妈又不是咱们局的我就是由于有发票着急认证，什么时候来不好用，肯定有好用的给点不知道五点之前肯定可以呗是不是，嗯好好谢谢你哈，"
"130405","ds_Chunk_Connectio"
"092910","嗨你好麻烦你帮我查一下那张海英的电话呗，"
"20180620-105635-000742","网站错误怎么办，什么？打印，在网上打印错误，那你个电话你问下机子的密码呀，430，721，9121021，43021有啊，还是你好呗，知不知道我给你查一下看看，等一种莫名的幸福兴趣建筑节能管理办公室管理办公室，建筑节能管理，差不多，建筑节能管理办公室，的问题，"
"20180614-134220-007379","你好我在淘宝里的，抄报税，这样现在不到十五号起码他天天显示不允许我操爆我问题出在哪回寝室什么不允许淘宝，就是说如果自己考虑有可能我上个期可能漏报了还是怎么样的呢，你现在是边上班会总结不了还减肥，点不了，不了，不允许我操，那不上个月是不是没发写啊，不知道我也能给你查你是给你单位打电话也可以，88852988，可以了是吧，中山，那就是再生客服单位买的是空单是吗，这就给打这个电话就行，"
"094634","你好我想问一下就是我身份证丢了然后我领票怎么去领不了丢了领不了呢，必须要身份证原件呢，你丢了怎么那么眼尖啊那个发票了一个半小时晚上有其他的领导人的话让另一个领着人过来领，如果要是不行的话就再添加或变更购票人，发票，"
"20180509-111305-000505","哎呀我看你都不行了然后都作废开始溜达，收到吗我就给作废就没法过呗，"
"20180613-160038-005564","为你好你好我是大国贸了昨天晚上那个八号窗口，纸质报表，我可不可以去听咯，小姑娘说她通知我电话不给我打电话我就过来问一下那个小姑娘头发把他电话给你他现在是6585673165856731，"
"20180509-110743-000503","电视不收费的以后影响开店子，票种，我就没给你发发票，票种，然后我给你号段也回去上他那个平台去开机对方也登陆明个网站我他自己打印出来那个电子票，就像麦当劳肯德基呢，电子发票，那我不知道怎么弄，他有个网站登上去打印出来他应该是给你的那个打印出来的那个他就能打印出来就行了系统就出现了是不是，专用发票，不可能是电子版的，纸质的需要认证抵扣做帐用的啊，他怎么可能给你垫着呢，不可能啊，"
"20180606-100101-004878","等你好赶紧帮我查一下就是我加你的那个你不查下我的电话你知道吗，大连那海纳百川那个国际贸易有限公司，大川国际贸易，证明，技校吧1121079吧112181121079哈哈谢谢，"
"20180613-141648-007254","你好那个为什么分的为二期5795，"
"20180607-102938-004992","你好看见不说你好我就说我想咨询几个问题您稍等下，企业，业务还是，额，别说我给国外的那个客户，然后就是上香港澳门提供一下就是说演出活动，然后呢就是我在国内公司找那个演员，然后去澳门，提供服务，然后公司给我那个什么就给我打外汇进来然后我这一块儿是属于你的还是属于零税率，舒曼会做饭会收入吧，对提供的是什么演出服务啊，组织国内的演员去上那个澳门然后，提供服务，是我在国内找到然后找到然后到时候呢，国外的客户直接把工资公司，一部分就算了，款，服务的地址是在澳门，只属于服务贸易服务的，应该属于境外机构的一种娱乐服务吧，收入，应该属于这个我说咱们清明符合哪一条，好太阳应该支付收入钱你问一下吧我知道你是谁我知道了，就是不顺眼不是免费的了啊，我如果想事情一般但是人我当天去就可以申请下来吗，当天就可以申请开票的话可能要一百多万的收入，然后呢，发票申请，我只有申请完一般他是谁然后说我再去买那个买买买买航天的设备然后那会儿我在班的人之后然后再把进项发票开进来才可以，帮我问一下你这种服务对方能给你开发票吗国外的，开发票，和农行，税种，演员也是服务呗反正我要和你演绎公司然后呢然后说白粒淬重演一公司那儿取得了惊吓然后说拜拜这种腐败的国外怎么好最后要在上学我就先问问我万一我是当天就可以下来是不是啊好的好的，好了好了，"
"20180606-090514-002734","你好我问一下这个我说了他有个提示信息，办理一般纳税人资格登记的怎么不允许交易什么买那是什么东西，9121028172，你在这说一下吧，我那个刚才啊那个报错了报错我现在点就是没点，那我应该是点做的原因有什么下一步什么东西十块钱，就在那吧，"
"20180622-102911-003281","哎呀我睡觉啊你好，"
"20180528-133343-000758","爱你好听的那个窗口电话呗，备案，还是加工的，然后呢我的手册用完了有的说是下月和小狗的说一年一和谐我就想问问，电话，3188792，"
"104459","嗨你好12月12月末就结束了，玩那个最近有个这个文件需要解释吗，总局，号文建，不太确定，就说法规科碰一下然后马上给您回电话好不好看一下哈我这块儿能显示咨询一下马上回复，"
"20180625-142743-003327","嗨你好我想麻烦问你一下我要是胆子小的话，三国最有名气尖，没啊没看完呢就是把你看的，正常眼睛咋没看到呢，手里没钱，"
"20180608-145055-006857","还不睡，诶你好你好我想问下就我这有一个，来料加工，最多在海关那会已经已经核销结案了，这会应该拿什么东西出口退税有关的吗？来料加工，什么东西，就是海关那个不有个那个手册没遇到过我们这么大停止受理海关缴款书相关呢，海关缴款书，就是我这个不在大厅帮忙，我没办过呀所以我想陪你啊，那天没有这个业务，你们家应该也搬过吧里的人已经不在这上班离职了所以每个业务大厅受理的海关那只有海关缴款书这一种，海关缴款书，有关于上传业务啊我那个就是免费证明啊已经办完了现在就是我出口了，证明，对，增值税优惠备案，不是就是我那个开关已经比爱了，"
"20180628-084408-000771","开发票都需要带什么东西，想看什么内容，广告费，申请就行了，t就完了吗，六位数字，编码，可以把那个号记下来拿身份证过来上去，"
"20180614-154243-007430","昨天和我说，i你好我今天那个有一个问题要咨询一下你，我今天要就是这个新项目是种子树苗35的客户呢想让我给他开这个花卉，然后我每次就只要打出来的这个就是固定的项目就是种子生长变不了他跟我讲他说可以让税务局代开代开的话，普票，选择的问题，问题，什么子什么的，老师疯了文字你可以自己操作你之前和单位就行了吗的时候就可以操作信号里面的也可以那个系统固定的那个地方改过了但是他要我要求我就是在型号里那前面那两个行李呢，改成那个商品有没有这种话费的没有话费的编码的要求不可能实现不了，但是我每次打出来的都是那个懂的，因为我的经验项目的这个红毛是你自己在选择的问题，单位，应该的问题，话费就行了，如果说的要是再开的话只能说是，专票代开，没错没错没错，谢谢你了，"
"20180614-145208-000722","我也手机啊，我叫那个反正车帮我照下行不行还是我本人去拿，怎么给你说，叫他过来我给他五十，"
"20180605-164937-004869","喂你好我想咨询一下，我看我这个我这个月没报不上拉完了檫据说是我这个的备案到期了，那我现在要是去的话我都需要，我是那个，增值税减免，今晚，学历教育前一个那个增值税减免税备案登记表两份，增值税免税，备案登记表两份，前年，备案表，q表的普通学校办学许可证或者是那个经省政府批准的那个文件，设立，部门批准的那个收费的那个，备案，物价部门核准收费的，然后给我们的是复印件吧和熟的全都是复印件也行收入的相关证明，我提供住的，年度，某一个时段哪哪一块儿吧让他给你长期弄的，"
"101023","刚才那个我选的那个原因是什么系统叫什么什么我没太听清这个有可能是系统的问题可能你明天试下就好了，但是咱们现在没有接到市局的通知说系统不好用只能根据自己家的情况自己分析然后为什么说让你过来改一下那是因为这始终是个问题，不能说你都知道然后也不一样该怎么办，自己去自己去抉择我只能告诉您错了您就应该来改，我怕影响我这个报了，型，那我知道了拜拜，"
"20180601-154130-004637","你好想问一下就是我们接到电话让我去收什么叫啥假啊是什么样的在哪个网站，网站，办事服务价格网上举报平台拿不太清楚因为那块儿下的输入核算这个应该问谁呀，手机号说一下，157，3418157，麻烦你了谢谢，"
"20180611-144635-007000","你好帅你好中山区国税是吧对你好那个我想问一下那个五是沈阳这天的企业然后我在那个我们这里结束然后在咱们那个大连中山区这边收了一个营业网点，我想问一下这个我们需要到咱们局这边去做一个什么样的东西或事之类的吗一份公司的形式设立的吗还是什么样啊我们是服务网点营业网点的形式就是个营业网点了吗，工商登记我们现在正在办资料工商征信的话我们也是就是哦就是某某营业部营业部的那个啊，那你好那你还需要去那睡啊然后你先去那边问一下吧，那我是何必那一块儿是怎么去办的啊，"
"20180613-150133-007268","然后呢，"
"20180627-094256-003394","税局，哦哦那你就自己，好好，"
"20180604-154923-004746","找人家那个老袁老袁啊，你找他干什么啊，这个电话录音我警告你哦你已经被录了，电话，已经被录了请告我的时候那个什么刚才有个人问就是他她上个月来咱们这边，代扣代缴，然后这个月申报的时候说他比对不通过，显示的提示的那个是伶儿怎么回事儿，代扣代缴表，那他要是录了呢，拜拜，"
"20180611-090924-005203","你好想问下就是我当显示什么无对应票总和对信息盖公章法人章，代码，反正我告诉你了，发票，还过去吗？"
"20180528-105750-004210","没你好看问一下我想问一下我这个是一定要报的吗，稍等下给你查一下就睡着么么么么么么，31731，最后一个字母是什么？人家秒前收到是的是不在国税就是不需要申报的，因为我所以我不太确定这着呢我刚查过了也没有，好的再见，"
"20180614-154514-007431","i你好我想问一下就是我现在想申请办理退税，你说我那个就是修改那个申报表光填那个图表吗退款有什么用我在这想的话我改过来就可以，不是我以前也退过以前如果没有劳分包的话我就只改图片，别的表不用改，那我不太清楚我现在有楼主表之外还那个，附表一，还用改吗，劳务收，劳务分包没涉及但是我中间你看我就是刚刚看我的那份报表因为她是用我那个总额减去劳务分包之后那个表表上也有，附表一，不用管点那个什么你就带那种表来就行，我改了我就不太清楚他跟我那些是不是因为我那些附表一那个书改完之后那个图标书才能带过来那你们只改图标，就可以，我就不太清楚你这个流程的销售热线有变化了呀，所以才把你推出来，附表一，带过来才行，务，嗯，我说你有没有实际操作这块儿因为我之前就是没改过，就怕正常只给猪表就行，所以说我想问一下你，要不你找个做过的人给我打不下你的意思是你可以可不可以只带图表过来对那我全都改完了，为那事我帮你问了一下窗口他说只要附表已改动了你就再带过来，附表三，爷爷改就像我一开始说的只要你有感动了蓝色那么他死盖那张表你就再带过来，我肚子感因为我设计到将近一年，那你就多带，那我到时上你那去钱就行了是不是可以弄那个什么好心，"
"20180612-134406-007109","国税，免费的我都不上那个点点的学不到东西能不能给我看一下吗，我晕知你来我们村口那个电脑试一下电脑一楼啊问题吗，反应，不是他们有反应东西好像你能怎么弄一下或者什么都是固定的，有哪些没有的，就是下拉菜单没有东西呢，是不是网络问题重新企业见面啊，性质，点那个选项对不对，哪个企业都一样，我是啊但是我现在我那个前能洗上这个节目就行实在不行你就去一楼一楼我们楼的电脑可以让那个给你看一下应该有的企业什么性质应该都一样没有什么特指这个价就不行了所以，怎么回事，他们上个月也有这样的不到谁，那让他给弄上了呗，但是下东西才会有空的，你好，换个电脑换个电脑有关系吗，问题，手上有两个有问题，问题，那你总上床来解决的，现在这个节就证明我电脑没问题，你不是说刚才不说你之前解决了吗怎么解决的，那个伤口去我也不知道他怎么出来这项有问题来解决的吧，申请，一样的情况呀，看什么情况啊，"
"20180529-090631-004296","美女好你好我已经申请申请，发票验旧，然后再去申请，就是数学了以前在那里有个发票号码，"
"20180619-094840-007615","哎你好我想问一下股东查账的话上我们也不是很了解，知道吗？如果我有钱我拿钱的意思吗，但是我得查一下我想查一查帐吗，你问下这个是不是有一个公司的名字，呵呵，你好张健华，华玉穿越连续剧服务吗，科技有限公司，去解放路五号，没有别的状况，普通，能改名吗，有限公司，明天给我查了他有无系统里查的肯定，那该怎么办呢，等一下哈，我查到了一个叫华宇科技的你是他家住那个投资方式吗，我不是投资方我是股东之一，股东，你叫什么呢我叫附近啊那就应该是你们这公司你杀狗去了哈，我留的那个是我那个我那个身份证留的地址没错，公司留在口区同泰街，但是他那个名上写的是解放路五号一，我不知道是你那话是后来变了吗还是怎么样在我们系统里莎口去的地方，51号151号去那边吧，服务的你可以问她他口去的电话是多少，好累好累，"
"20180614-085607-007310","能见着是吧，国税，考什么了啊我就放他走了你可以先跟他说一声我先说一声啊我知道你在找我吧，"
"20180614-104657-007352","问一下这个营业执照的要求都有，之前的国际事都有，好一点以后，"
